    52	Her new piece , '' Denise Stoklos Unearths Hamlet in Irati , '' is an autobiographical monologue , based partly on Shakespeare 's '' Hamlet '' and set in a small town in southern Brazil .	be based partly on	an autobiographical monologue	Shakespeare 's Hamlet	1	1			
    53	Mr. Pritsker 's version , warm horseradish-glazed veal tongue on a bed of spinach , is delicious .	is	Mr. Pritsker 's version	warm horseradish-glazed veal tongue on a bed of spinach	1	1			
    54	Jack Caffery , a detective with the South London murder squad , hefts that burden when he fails to find an 8-year-old boy who has been kidnapped from home , abused and left to die by a sexual psychopath much like the sadist who years earlier made off with Jack 's brother and still taunts the detective for failing in his quest to find him .	is a detective with	Jack Caffery	the South London murder squad	1	1			
    55	Within hours , detectives said , Mr. Pierce was on a bus to Rochester .	was on a bus to	Mr. Pierce	Rochester	1	1			
    56	Highway 43 , a well-maintained two-lane road , parallels the Big Hole from Divide west to Wisdom , and Highway 278 continues along the river to Jackson .	continues along	Highway QUANT_S_1	the river	1	1			
    57	Afghans believe that others are reveling in their pain , smugly approving of a situation where hungry families huddle in bomb-ravaged buildings and children forage through the streets for firewood . ''	forage through	children	the streets	1	1			
    58	But both Mr. Babbit 's admirers and critics say the controversy , one of the sideshows as Atlanta prepares to cash in on the 1996 Summer Games , is completely in keeping with the spirit of a place that has been promoting itself nonstop since General Sherman burned it in 1864 .	is	the controversy	completely	1	1			
    59	The second session , taking place on November 12 , 1960 , produced Joe Primrose 's `` St. James Infirmary '' and the sad and mood `` I 've Just Got to Forget You '' .	was	`` St. James Infirmary ''	Joe Primrose 's	1	1			
    60	And, since, as any reputable language teacher knows, bilingualism in the school merely reinforces what the child hears at home - and slows his learning of English - the whole idea is pointless.	reinforces	bilingualism in the school	what the child hears at home merely	1	1			
    61	Formerly known as Edo, it has been the de facto seat of government since 1603 when Shogun Tokugawa Ieyasu made the city his headquarters.	has been	Tokyo	the seat of Japanese government	since Shogun Tokugawa Ieyasu made Tokyo his headquarters	1	1		
    62	`` Then I had my son without getting married -- which is something that definitely is n't done in this country , '' says Tita , who has never divulged the father 's name .	has divulged	Tita	the father 's name	1	1			
    63	Ms. Tarnofsky said the law required that a tenant spend at least 183 days a year in the apartment to establish primary residence , a criterion she said Mr. Rorem easily met , and she pointed out that similar cases have upheld the rights of so-called snowbirds -- tenants who flee New York in cold weather . ''	flee	tenants	New York	1	1			
    64	LEAD 	is	Saddam Hussein	DEFIANCE President	1	1			
    65	The prosecutor 's office said officials would be charged with negligence and abuse of authority for having failed to evacuate people from contaminated areas and ignoring `` objective data about radiation levels . ''	be charged with negligence of authority for ignoring objective data about	officials	radiation levels	1	1			
    66	Nevertheless , it is hard to imagine that the Russians could thereby gain any decisive advantage , because our strategic weapons and those of our allies are unconstrained by this agreement , as are battlefield and airborne nuclear weapons .	are unconstrained by	those of our allies	this agreement	1	1			
    67	Lorrie McHugh , a White House spokeswoman , said , `` The White House believes that a full and fair review of the facts will completely vindicate Mr. Magaziner . ''	is	Magaziner	male	1	1			
    68	In 2005 , Kesey 's son Zane asked a friend , Matthew Rick , also known as Shady Backflash , to put on a 40th anniversary of his father 's Acid Tests .	is also known as	Matthew Rick	Shady Backflash	1	1			
    69	In the one instance in which Mr. Huan suggested that United States criticism of China might be warranted , he wrote 	is	Huan	male	1	1			
    70	Yet '' Cozy Dens '' ends with a screenful of text dedicating the film to those who had the courage to stay behind in Soviet-occupied Czechoslovakia and not flee to Western Europe .	be stay	the courage	behind	1	1			
    71	Three tents with midway rides , foods and items for sale will open at noon Thursday for the remainder of the week .	open at	QUANT_S_1 tents with items for sale	noon	1	1			
    72	A few of us were unconvinced by the ending -- that a shoe scuffing could trigger such a violent reaction .	trigger	a shoe scuffing	such a violent reaction	1	1			
    73	Power windows and decent air-conditioning are standard .	are	Power windows	standard	1	1			
    74	Millais painted daily into the winter putting lamps under the tub to warm the water .	painted	Millais	daily into the winter	1	1			
    75	Hervillier , the parent company of Anny Blatt , had always sold just luxurious mohair , silk and angora yarns and instructions to knitters through yarn and knitting stores .	had sold always	Hervillier	silk	1	1			
    76	Donald Markwel argued that in the absence of such an international approach , there would be a risk of worsening international relations and possibly even world war arising from similar economic factors to those present during the depression of the 1930s .	argued that in	Donald Markwel	the absence of such an international approach there would be a risk of worsening international relations	1	1			
    77	U.S. stocks were mixed after a report on durable goods showed unexpected strength , squelching hopes for a bond market rally that could boost shares .	were	U.S. stocks	mixed	1	1			
    78	A very detailed treatment of the EM method for exponential families was published by Rolf Sundberg in his thesis and several papers following his collaboration with Per Martin-Löf and Anders Martin-Löf.	published	Rolf Sundberg	A treatment of The EM algorithm for exponential families	in Rolf Sundberg 's thesis	1	1		
    79	What we feel has happened today is that Commissioner Crotty has leveled the playing field by demanding a fair and extensive review . ''	has happened	What we feel	today	1	1			
    80	LEAD 	was moved	A woman suspected of involvement in the crash of a Korean jetliner last weekend	today	1	1			
    81	Some have been training for months ; others only recently left active status .	left	others	active status	only recently	1	1		
    82	-LRB- In addition , the Takacs plays all 16 of the Beethoven string quartets at U.C.L.A. in six concerts in October , March and April , and the second installment of its complete recording of those works should be out from Decca early next year . -RRB-	plays QUANT_R_1 of the Beethoven string quartets In	the Takacs	addition	1	1			
    83	Digital , the nation 's third-largest computer company , also ended the third quarter with 250 fewer employees than it had at the start .	is	Digital	the nation 's third-largest computer company	1	1			
    84	At a time when an almost clinical sense of psychological realism has taken over much French filmmaking , Mr. Resnais offers a cast of characters almost entirely devoid of inner life .	offers a cast of	Mr. Resnais	characters	1	1			
    85	President Bush and Soviet leader Mikhail Gorbachev will hold an informal meeting in early December , a move that should give both leaders a political boost at home .	should be given	President Bush	a political boost	at home	1	1		
    86	Opposing coaches and general managers believe New York is more talented .	is more	New York	talented	1	1			
    87	The couple was riding in a rented Mercedes-Benz , and the driver , trying to avoid the photographers ' harassment , crashed the car at high speed against a concrete pillar .	crashed	the driver trying to avoid the photographers ' harassment	the car	1	1			
    88	The woman whose money was involved was the cousin of his mother 's lover 	has	his mother	lover	1	1			
    89	On a Daily Planet Web site , French speakers could post photos of Superman , track Superman on a map , watch a video blog from the director or play a game .	is	Superman	track	1	1			
    90	Other sensible legislative changes would eliminate tenure for principals and prohibit politicians and employees of the Board of Education from serving on community school boards .	prohibit politicians of the Board of Education from serving on	Other sensible legislative changes	community school boards	1	1			
    91	Lead levels in children 's blood has been cut by 70 percent , toxic emissions from factories cut in half .	be cut in	toxic emissions from factories	QUANT_O_1	1	1			
    92	The same thing happened when , sweating visibly , I turned the key , revved the engine and maneuvered the Super CrewZer out of the hotel parking lot , dodging Canada geese in a roar of diesel exhaust .	maneuvered	The same thing	the Super CrewZer	1	1			
    93	And with an American Presidential election on the horizon , there is concern that the Clinton Administration , seen by Syrians as a vital peace broker , will be distracted by domestic politics .	be distracted by	the Clinton Administration seen by Syrians as a vital peace broker	domestic politics	1	1			
    94	Light as a feather and softer than cashmere , the fabric is derived from the fine face hair of a goat that grazes in the Himalayas .	is derived from the fine face hair of	the fabric	a goat	1	1			
    95	Cuban was required to hold on to his insider stock for six months before he could sell .	was required to hold on to	Cuban	his insider stock	1	1			
    96	Survivors include his father , Archibald Francis Robertson , Jr. ; his brother , A. Randolph '' Randy '' Robertson and his wife , Beth of Chicago , IL ; and his aunt , Dr. Louise Robertson and her husband , Dr. Willys Monroe of Richmond , VA. .	is Beth of	his wife	Chicago	1	1			
    97	In 1866 the owners of the east blockfront of Madison Avenue from 41st to 42d Street mutually agreed to set any buildings back five feet from the property line '' forever hereafter , '' except for stoops , cornices , railings and bay windows .	agreed to set back QUANT_R_1 buildings In	the owners of the east blockfront of Madison Avenue from QUANT_S_1 Street	1866	1	1			
    98	Mr. Thompson was a professor of English at the State University of New York at Stony Brook from 1965 to 1983 , and was the author of an acclaimed text on the history of British poetics , '' The Founding of English Meter , '' which was published in 1961 .	was a professor at	Mr. Thompson	the State University of New York	1	1			
    99	G.M. said demand had increased for large , big-engined cars , despite the incentives on the most fuel-efficient models .	had increased for	demand	large big-engined cars	1	1			
   100	Ms. Martin added 	is	Martin	female	1	1			
   101	Lawson was the sole black member of the Homebrew Computer Club , a group of early computer hobbyists which would produce a number of industry legends , including Apple founders Steve Jobs and Steve Wozniak .	is	Apple founders Steve Jobs	industry legends	1	1			
   102	The glamour of Callas ' life has been much exaggerated .	has	Callas	life	1	1			
   103	Good is a better word .	is	Good	a better word	1	1			
   104	The menu, imported from Ben's Deli in Queens, includes matzoh ball soup, corned beef and pastrami sandwiches, chopped liver, kishke and knishes.	includes	The menu imported from Ben 's Deli in Queens	knishes	1	1			
   105	Mr. Xiong oversees a small empire 	is	factories	a trucking company	1	1			
   106	`` The older banks have no money to give out , '' Mr. McHugh said .	have	The older banks	QUANT_O_1 money to give out	1	1			
   107	At a time when an almost clinical sense of psychological realism has taken over much French filmmaking , Mr. Resnais offers a cast of characters almost entirely devoid of inner life .	has taken over QUANT_R_1 French filmmaking	an almost clinical sense of psychological realism	a time	1	1			
   108	It is almost summer now , and throughout the city , especially on the therapatetic Upper West Side where Ms. Conway lives and works , patients are feeling that prevacation anxiety , almost a fear of temporary death .	lives	Ms. Conway	the therapatetic Upper West Side	1	1			
   109	There seems to be a law of nature that great diving and great restaurants can not coexist .	coexist	great restaurants	nature	1	1			
   110	For example , an office could mix high-grade office paper with newspapers , for separation later .	mix	an office	high-grade office paper	1	1			
   111	This , his first book to be published in this country , points to the emergence of a distinctive new literary voice - a voice that needs only to expand its narrative territory to fulfill its bright promise .	needs to expand	a voice	its narrative territory	1	1			
   112	Carolyn Tewksbury of Clinton High School in Clinton , N.Y. , took seventh place for her exploration of the geology of the planet Venus .	is	Venus	the planet	1	1			
   113	Jeter had a single , a double and a home run in the top of the ninth to give the Yankees a two-run lead .	had	Jeter	a single in the top of the ninth to give the Yankees a two-run lead	1	1			
   114	The movie tells a story of initiation and duplicity and a friendship between two men that is carefully built , then strained to the breaking point .	is built	QUANT_S_1 men	carefully	1	1			
   115	The power cepstrum of a signal is defined as the squared magnitude of the inverse Fourier transform of the logarithm of the squared magnitude of the Fourier transform of a signal .	is defined as	The power cepstrum of a signal	the squared magnitude of the inverse Fourier transform of the logarithm of the squared magnitude of the Fourier transform of a signal	1	1			
   116	The exchange next year even may permit growers to trade directly in the market instead of being forced to deal with the 12 market makers authorized by the exchange .	may permit	The exchange next year	growers to trade directly in the market instead of being forced to deal with the 12 market makers authorized by the exchange	1	1			
   117	Annually, some 600 miles of municipal roads are expected to deteriorate.	are expected	some 600 miles of municipal roads	to deteriorate Annually	1	1			
   118	The United States says Palestinians and Jordanians should be members of the same delegation .	be members of	Palestinians	the same delegation	1	1			
   119	A 15-member syndicate led by Goldman , Sachs & Company and Morgan Stanley & Company began offering the bonds simultaneously in the United States , Europe and , for the first time , in the Japanese markets .	be led by	A 15-member syndicate	Goldman & Company & Company	1	1			
   120	In response , a group of Amherst College students held a patriotism rally in October , reciting the Pledge of Allegiance .	held	a group of Amherst College students	a patriotism rally in October	1	1			
   121	The quantity of arms discovered , he asserted , was relatively small , probably no greater than that maintained for protection at the United States Ambassador 's residence .	was relatively	The quantity of arms discovered	small	1	1			
   122	Cassinelli was born in Genoa , and attended the catholic college Vittorino da Feltre in the same city .	attended the catholic college Vittorino da Feltre in	Cassinelli	the same city	1	1			
   123	In the meantime , the black giant had begun his own survey of the campground , where three nights before Hanukkah and his fellows had shared a roast goat and a looted cask of sharab , and some fool had made the mistake of removing the gag from the stripling 's mouth to see if , plied with drink , he might say or do something amusing .	has	the stripling	mouth	1	1			
   124	The film's writer Aseem Arora was nominated for a Filmfare Award for Best Story.	was nominated	The film 's writer Aseem Arora	for a Filmfare Award for Best Story	1	1			
   125	`` It 's extremely cheap right now , '' said Geoffrey Allum , leader of the analysts who follow Hanson for County NatWest Wood Mackenzie in London .	follow	the analysts	Hanson	1	1			
   126	I think everyone comes with a little dysfunction in their lives , but I believe women and men are a little different in their backgrounds , '' St. John added . ''	comes with a little dysfunction in	everyone	their lives	1	1			
   127	Chief Deputy Ted Stanfield of the Colleton County Sheriff 's Association said a deputy tried to stop Mr. Mauro , who was driving a stolen Lexus sport utility vehicle , as he swerved off the highway and back on .	was driving	Mr. Mauro	a stolen Lexus sport utility vehicle	1	1			
   128	Even if you are a liberal person from the north , our owners , all 19 of them , are Muslims , '' Mr. Yusuf said . ''	are	our owners	Muslims	1	1			
   129	And if an intelligence product offers a judgment contrary to a particular policy view , whether a policy which is currently in effect or a policy which is being advocated by someone , it will be challenged , and it will be challenged by people of consequence , who have access to a wide spectrum of views and expertise ... Mr. Chairman , I am going to digress and give you an example .	is it be challenged in	it will be challenged by people of consequence	currently effect	1	1			
   130	The gift , Mr. Swygert said in an interview , '' will enable our design students in engineering and in the division of fine arts to literally be trained and taught on the very same equipment and software that 's used by engineering studios at G.M. sites around the world .	enable our design students in engineering to be trained literally on	The gift	the very same equipment	1	1			
   131	This is not entirely thought through ; does Mr. Sellars approve of cults , disapprove of them , or is his ambivalence founded in the ambivalence of Schikaneder 's libretto ?	does approve of	Mr. Sellars	cults	1	1			
   132	Still , you can sympathize with Mr. Fyffe .	is	Fyffe	male	1	1			
   133	Always in exhausting overdrive , the film , Janet Maslin wrote in The New York Times , '' feels vague despite the clamorous , overblown style that gives it the illusion of stature . ''	wrote in	Janet Maslin	The New York Times	1	1			
   134	Another unit of the bank recently bid on a public-private partnership to run the Dulles Toll Road outside Washington .	bid recently on	Another unit of the bank	a public-private partnership to run the Dulles Toll Road outside Washington	1	1			
   135	The Institut Constant de Rebecque is a Swiss free-market , classical liberal and libertarian think tank founded in January 2005 in Lausanne , named after writer and political philosopher Benjamin Constant .	was named after	The Institut Constant de Rebecque	writer and political philosopher Benjamin Constant	1	1			
   136	The Iraqi victims of these unjust and unrestricted sanctions amounted to more than a million children , women and elderly people during the past 10 years , '' Iraq 's deputy prime minister , Tariq Aziz , told a summit meeting of world leaders last week . ''	amounted to	The Iraqi victims of these unrestricted sanctions	women	1	1			
   137	Those asking to reserve the smaller tent include Ghost , which will be showing in the states for the first time ; Mark Eisen ; A line from Anne Klein , and Randy Kemper .	include	Those asking to reserve the smaller tent	Mark Eisen	1	1			
   138	In training camp , Dunham was the front-runner to be Brodeur 's backup , but Reese 's overall experience and his previous service as an N.H.L. reserve seems to have put him ahead now . ''	was the front-runner In	Dunham	training camp	1	1			
   139	Along with Dow Jones and Microsoft , the companies included CNN , but not its parent , AOL Time Warner .	included	the companies	CNN	1	1			
   140	Those losses have left Water Taxi with just three of its six smaller boats , and Mr. Fox said he chose to use them on Hudson River routes , which he said had more potential to become profitable .	have left	Those losses	Water Taxi	1	1			
   141	The white enrollment is heavily concentrated in classes for the gifted and in P.S. 87 , the district 's most middle-class school , which uses the Renzulli Triad .	is	The white enrollment	concentrated	1	1			
   142	They are worried about the audience becoming weary of witnessing the same old unforced errors and awkward moments that have marked the all-Williams finals of the past . ''	becoming weary of	the audience	witnessing awkward moments	1	1			
   143	Schools Chancellor Ramon C. Cortines acknowledged last week that one factor in his decision not to close the schools during the Feb. 11 snowstorm -- in which New York City was declared to be in a snow emergency -- was continuing uncertainty over the school calendar .	QUANT_R_1 factor in his decision to close the schools during the Feb. 11 snowstorm was declared to be in a snow emergency was continuing uncertainty over	New York City	the school calendar	1	1			
   144	Behind this approach is a fear of running up large Government budget deficits , a concern that is prevalent at the Finance Ministry .	is	a concern	prevalent	1	1			
   145	Mr. Mayor must realize that what happened is a change of authority from someone who turned Unesco into a personal fiefdom to a new man who has obligations to clean it up from parasites .	turned	someone	Unesco	1	1			
   146	Officials say that heavy rains may have washed infected cow manure from a nearby pasture into the underground water supply .	have washed	heavy rains	infected cow manure	1	1			
   147	In today 's climate on tour , senior citizens like McEnroe and Evert often talk about the impertinence of youth .	is	McEnroe	senior citizen	1	1			
   148	The Reform Party is a very hierarchical political machine crafted for one purpose 	be crafted for	a very hierarchical political machine	QUANT_O_1 purpose	1	1			
   149	Today , Little says he feels that Narragansett 's shareholders benefited because they ultimately received $ 56 a share , a premium over the company 's market price and its asset value .	is a premium over	$ QUANT_S_1 a share	its asset value	1	1			
   150	Perspective is very important in politics .	is very	Perspective	important	1	1			
   151	Although the numbers on each side were about equal, William had both cavalry and infantry, including many archers, while Harold had only foot soldiers and few if any archers.	were	the numbers on each side	equal about	1	1			
   152	In general , the passengers I spoke with said flight attendants and pilots did a good job trying to maintain order .	did	flight attendants	a good job trying to maintain order	1	1			
   153	So the Yankees took the plunge , renting the career save leader -LRB- 398 -RRB- and this season 's save leader -LRB- 43 -RRB- for the duration .	took the plunge	the Yankees	renting this season 's	1	1			
   154	"""""""Grimes also starred in the sequel """"""""Class of '44"""""""" (1973), which followed his character to college."""""""	also starred in	Grimes	the sequel	1	1			
   155	A 19th-century Chinese portrait and a Kenneth Noland painting of a bull's-eye dominate the living room, drawing the eye in both vertical and horizontal directions.	dominate	A 19th-century Chinese portrait and a Kenneth Noland painting of a bull 's eye	the living room drawing the eye in both vertical and horizontal directions	1	1			
   156	` Audiences Are More Receptive ' Mr. Tinaikar , whose his hair reaches his shoulders and who wears a T-shirt and faded jeans , said that until recently Indian fans felt that local bands '' were not good enough . '' ''	were enough	local bands	good	1	1			
   157	But it was delayed until Mr. Brolin agreed to a prenuptial agreement that gave Ms. Streisand a line-item veto and the authority to subject him to means-tested Social Security benefits beginning in 2005 .	gave Ms. Streisand	a prenuptial agreement	a line-item veto	1	1			
   158	The issues to be resolved with Syria -- withdrawal in the Golan Heights , security guarantees for Israel and the establishment of normal relations -- are somewhat more straightforward than those dividing Israel and the Palestinians .	be dividing	the Palestinians	Israel	1	1			
   159	The women here are depicted not creating , discovering or fighting , as men so often are in art , but being affected in complex and mysterious ways -- moved , aroused , enlightened , agitated or simply amused -LRB- in some cases , the books must have been used to occupy models during tedious studio sittings -RRB- .	are depicted creating fighting being affected in	The women here	complex ways	1	1			
   160	Following are excerpts from an interview with Sen. Richard C. Shelby , the Alabama Republican who is the ranking minority member of the Intelligence Committee : `` Maybe God just had a plan for me and wanted me to be around for a little while longer , '' said Johnson , who has a wife , Cookie , and three children .	wanted	God	me to be around just	1	1			
   161	This work introduced the - fstack-protector flag , which protects only some vulnerable functions , and the - fstack-protector-all flag , which protects all functions whether they need it or not .	introduced	This work	the - fstack-protector flag	1	1			
   162	That only served to highlight the weakening grip Syria has over political groups and militias that it has supported and that in the past would have worked in close cooperation with the government .	has over political groups that in	Syria	the past would have worked in close cooperation with the government the weakening grip	1	1			
